,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,task,db,qlength,fitting,sum_coverage,sum_lengths,source
23,KA25_CL97_TR_1_x_337nt,AB003230.1,91.908,173,14,0,2,174,386,214,2.88e-63,243.0,megablast,ncbi_x3,1011,partial,0.17012858555885263,172,KA25
24,KA25_CL97_TR_1_x_337nt,AB003229.1,94.836,213,11,0,636,848,426,214,1.66e-90,333.0,megablast,ncbi_x3,1011,partial,0.6280909990108803,635,KA25
25,KA25_CL97_TR_1_x_337nt,AB003228.1,92.627,217,16,0,634,850,426,210,2.16e-84,313.0,megablast,ncbi_x3,1011,partial,0.5905044510385756,597,KA25
26,KA25_CL97_TR_1_x_337nt,AB003227.1,90.323,217,16,3,634,848,426,213,2.1899999999999997e-74,279.0,megablast,ncbi_x3,1011,partial,0.5934718100890207,600,KA25
27,KA25_CL97_TR_1_x_337nt,AB003226.1,92.13,216,15,2,634,848,428,214,1.3e-81,303.0,megablast,ncbi_x3,1011,partial,0.5934718100890207,600,KA25
28,KA25_CL97_TR_1_x_337nt,AB003232.1,90.805,174,15,1,2,174,388,215,6.23e-60,231.0,megablast,ncbi_x3,1011,partial,0.17012858555885263,172,KA25
29,KA25_CL97_TR_1_x_337nt,AB003244.1,90.058,171,16,1,4,174,383,214,1.35e-56,220.0,megablast,ncbi_x3,1011,partial,0.1681503461918892,170,KA25
30,KA25_CL64_TR_1_x_118nt,pSc119_2,90.678,118,11,0,1,118,368,251,7.19e-42,158.0,megablast,ref,118,near-full,1.0,118,KA25
31,KA25_CL64_TR_1_x_118nt,ON872682.1,100.0,354,0,0,1,354,1,354,0.0,654.0,megablast,ncbi_x3,354,near-full,1.0,354,KA25
32,KA25_CL64_TR_1_x_118nt,AJ517277.4,90.4,125,11,1,230,354,184,61,7.72e-40,163.0,megablast,ncbi_x3,354,partial,0.3531073446327684,125,KA25
33,KA25_CL64_TR_1_x_118nt,AJ517276.4,91.525,118,10,0,1,118,178,61,7.48e-41,163.0,megablast,ncbi,118,near-full,1.0,118,KA25
34,KA25_CL64_TR_1_x_118nt,AJ517275.1,90.341,176,17,0,179,354,354,179,3.57e-63,242.0,dc-megablast,ncbi_x3,354,partial,0.4971751412429379,176,KA25
35,KA25_CL64_TR_1_x_118nt,AJ517274.1,90.136,294,29,0,61,354,354,61,5.44e-106,383.0,megablast,ncbi_x3,354,near-full,0.8305084745762712,294,KA25
36,KA25_CL64_TR_1_x_118nt,AJ517273.1,91.837,294,24,0,61,354,354,61,2.5e-114,411.0,megablast,ncbi_x3,354,near-full,0.9830508474576272,348,KA25
37,KA25_CL64_TR_1_x_118nt,AJ517272.1,90.286,175,17,0,180,354,353,179,7.5e-60,230.0,megablast,ncbi_x3,354,partial,0.4943502824858757,175,KA25
38,KA25_CL64_TR_1_x_118nt,AJ517282.4,95.455,44,2,0,18,61,227,184,3.82e-12,71.6,dc-megablast,ncbi_x3,354,partial,0.12146892655367232,43,KA25
39,KA25_CL64_TR_1_x_118nt,AJ517271.4,90.476,84,7,1,24,106,86,3,2.75e-25,111.0,megablast,ncbi,118,partial,0.7033898305084746,83,KA25
40,KA25_CL64_TR_1_x_118nt,AJ517268.4,90.678,118,11,0,1,118,178,61,7.499999999999999e-41,164.0,dc-megablast,ncbi,118,near-full,1.0,118,KA25
41,KA25_CL64_TR_1_x_118nt,AJ517267.4,92.92,113,8,0,6,118,173,61,1.76e-42,168.0,dc-megablast,ncbi,118,near-full,0.9576271186440678,113,KA25
42,KA25_CL64_TR_1_x_118nt,AJ517265.4,90.678,118,11,0,1,118,178,61,3.48e-39,158.0,megablast,ncbi,118,near-full,1.0,118,KA25
43,KA25_CL64_TR_1_x_118nt,AJ517263.4,90.4,125,12,0,230,354,555,431,1.52e-42,172.0,dc-megablast,ncbi_x3,354,partial,0.3531073446327684,125,KA25
44,KA25_CL64_TR_1_x_118nt,AJ517261.4,90.4,125,12,0,230,354,555,431,1.52e-42,172.0,dc-megablast,ncbi_x3,354,partial,0.3531073446327684,125,KA25
45,KA25_CL64_TR_1_x_118nt,AJ517259.4,90.323,93,8,1,263,354,603,511,6.89e-28,124.0,dc-megablast,ncbi_x3,354,partial,0.2598870056497175,92,KA25
46,KA25_CL64_TR_1_x_118nt,AJ517270.4,94.915,118,6,0,1,118,178,61,1.6000000000000002e-47,185.0,megablast,ncbi,118,near-full,1.0,118,KA25
47,KA25_CL64_TR_1_x_118nt,P351_0,94.068,118,7,0,1,118,210,327,1.53e-48,180.0,megablast,ref,118,near-full,1.0,118,KA25
48,KA25_CL64_TR_1_x_118nt,AJ517288.3,91.525,354,27,1,1,354,407,57,1.45e-136,484.0,megablast,ncbi_x3,354,near-full,1.0,354,KA25
49,KA25_CL64_TR_1_x_118nt,AJ517290.4,91.246,297,25,1,58,354,1058,763,4.18e-112,403.0,megablast,ncbi_x3,354,near-full,0.8389830508474576,297,KA25
50,KA25_CL64_TR_1_x_118nt,ON872675.1,95.077,325,16,0,4,328,325,1,6.65e-145,512.0,megablast,ncbi_x3,354,near-full,0.9915254237288136,351,KA25
51,KA25_CL64_TR_1_x_118nt,KT724938.1,90.678,118,11,0,1,118,8255,8138,3.48e-39,158.0,megablast,ncbi,118,near-full,1.0,118,KA25
52,KA25_CL64_TR_1_x_118nt,KP5KP10(max)_CL163_TR_1_x_118nt,95.098,306,15,0,49,354,354,49,5.23e-139,483.0,megablast,comp_x3,354,near-full,1.0,354,KA25
53,KA25_CL64_TR_1_x_118nt,KK6_CL172_TR_1_x_118nt,96.037,328,13,0,4,331,328,1,5.97e-154,534.0,megablast,local_x3,354,near-full,0.9915254237288136,351,KA25
54,KA25_CL64_TR_1_x_118nt,KK4_CL195_TR_1_x_118nt,96.024,327,13,0,28,354,354,28,2.15e-153,532.0,megablast,local_x3,354,near-full,1.0,354,KA25
55,KA25_CL64_TR_1_x_118nt,KK3_CL212_TR_1_x_118nt,94.69,339,18,0,1,339,16,354,9.989999999999999e-152,527.0,megablast,local_x3,354,near-full,1.0,354,KA25
56,KA25_CL64_TR_1_x_118nt,AJ517289.4,95.082,61,3,0,294,354,1061,1001,7.94e-20,97.1,megablast,ncbi_x3,354,partial,0.17231638418079095,61,KA25
57,KA25_CL64_TR_1_x_118nt,KC290898.1,90.113,354,35,0,1,354,1,354,2.4400000000000003e-129,460.0,megablast,ncbi_x3,354,near-full,1.0,354,KA25
58,KA25_CL64_TR_1_x_118nt,BSCL75-2,96.875,32,1,0,2,33,1,32,2.03e-10,54.5,blastn,ref,118,partial,0.2711864406779661,32,KA25
59,KA25_CL64_TR_1_x_118nt,BSCL75-1,100.0,37,0,0,76,112,1,37,3.47e-15,69.4,megablast,ref,118,partial,0.3135593220338983,37,KA25
60,KA25_CL64_TR_1_x_118nt,AM285293.1,92.793,111,8,0,8,118,161,271,2.15e-41,165.0,dc-megablast,ncbi,118,near-full,0.940677966101695,111,KA25
61,KA25_CL64_TR_1_x_118nt,AJ517293.1,91.803,61,5,0,294,354,353,293,4.96e-17,88.7,dc-megablast,ncbi_x3,354,partial,0.17231638418079095,61,KA25
62,KA25_CL64_TR_1_x_118nt,AJ517292.4,91.185,329,28,1,26,354,354,27,6.84e-125,446.0,megablast,ncbi_x3,354,near-full,0.9293785310734464,329,KA25
63,KA25_CL64_TR_1_x_118nt,KC290897.1,90.435,115,11,0,1,115,805,691,1.6200000000000001e-37,152.0,megablast,ncbi,118,near-full,0.9745762711864406,115,KA25
64,KA25_CL97_TR_1_x_337nt,AB003245.1,90.698,215,20,0,634,848,428,214,1.31e-76,287.0,megablast,ncbi_x3,1011,partial,0.5875370919881305,594,KA25
65,KA25_CL97_TR_1_x_337nt,AB003246.1,90.698,172,15,1,2,172,173,2,8.06e-59,228.0,megablast,ncbi_x3,1011,partial,0.16913946587537093,171,KA25
66,KA25_CL97_TR_1_x_337nt,AB003247.1,90.698,215,18,2,634,848,424,212,4.72e-76,285.0,megablast,ncbi_x3,1011,partial,0.5934718100890207,600,KA25
67,KA25_CL97_TR_1_x_337nt,HQ213965.1,91.369,336,28,1,2,337,621,287,2.75e-129,459.0,megablast,ncbi,337,near-full,0.9970326409495549,336,KA25
68,KA25_CL97_TR_1_x_337nt,HQ213964.1,91.691,337,27,1,2,337,282,618,1.6499999999999999e-131,466.0,megablast,ncbi,337,near-full,0.9970326409495549,336,KA25
69,KA25_CL97_TR_1_x_337nt,HQ213963.1,91.369,336,29,0,2,337,389,724,7.66e-130,460.0,megablast,ncbi,337,near-full,0.9970326409495549,336,KA25
70,KA25_CL97_TR_1_x_337nt,HQ213962.1,91.124,338,28,2,2,337,544,207,9.91e-129,457.0,megablast,ncbi,337,near-full,0.6083086053412463,205,KA25
71,KA25_CL97_TR_1_x_337nt,HQ213961.1,90.542,1015,81,9,2,1011,1247,243,0.0,1328.0,megablast,ncbi_x3,1011,near-full,0.9990108803165183,1010,KA25
72,KA25_CL97_TR_1_x_337nt,KC290893.1,93.175,337,23,0,1,337,73,409,2.0999999999999997e-140,496.0,megablast,ncbi,337,near-full,1.0,337,KA25
73,KA25_CL97_TR_1_x_337nt,HQ213960.1,91.346,312,27,0,26,337,689,378,7.769999999999999e-120,427.0,megablast,ncbi,337,near-full,0.9970326409495549,336,KA25
74,KA25_CL97_TR_1_x_337nt,HM536207.1,90.179,336,33,0,2,337,90,425,3.5900000000000004e-123,438.0,megablast,ncbi,337,near-full,1.0,337,KA25
75,KA25_CL97_TR_1_x_337nt,EF560592.1,93.878,49,3,0,798,846,2103,2055,9.38e-13,76.1,dc-megablast,ncbi_x3,1011,partial,0.14540059347181009,147,KA25
76,KA25_CL97_TR_1_x_337nt,D82997.1,90.783,217,20,0,634,850,414,198,1.01e-77,291.0,megablast,ncbi_x3,1011,partial,0.5786350148367952,585,KA25
77,KA25_CL97_TR_1_x_337nt,D82996.1,90.23,174,16,1,1,174,387,215,1.58e-60,234.0,dc-megablast,ncbi_x3,1011,partial,0.17111770524233433,173,KA25
78,KA25_CL97_TR_1_x_337nt,D82995.1,90.0,170,11,4,3,171,167,3,6.27e-55,215.0,megablast,ncbi_x3,1011,partial,0.1671612265084075,169,KA25
79,KA25_CL97_TR_1_x_337nt,D82994.1,90.805,174,14,1,3,174,390,217,6.23e-60,231.0,megablast,ncbi_x3,1011,partial,0.16913946587537093,171,KA25
80,KA25_CL97_TR_1_x_337nt,HQ213959.1,90.056,714,70,1,233,946,1422,710,0.0,924.0,megablast,ncbi_x3,1011,composite,0.9327398615232443,943,KA25
81,KA25_CL97_TR_1_x_337nt,D82993.1,91.329,173,15,0,2,174,386,214,1.34e-61,237.0,megablast,ncbi_x3,1011,partial,0.17012858555885263,172,KA25
82,KA25_CL97_TR_1_x_337nt,KC990463.1,94.492,236,12,1,275,510,232,466,2.1200000000000002e-99,363.0,megablast,ncbi_x3,1011,partial,0.6369930761622157,644,KA25
83,KA25_CL97_TR_1_x_337nt,KK6_CL2_TR_1_x_339nt,94.578,996,50,4,20,1011,2,997,0.0,1537.0,megablast,local_x3,1011,near-full,1.0,1011,KA25
84,KA25_CL97_TR_1_x_337nt,pAs1-1,94.231,52,3,0,42,93,52,1,4.5e-18,81.5,dc-megablast,ref,337,partial,0.1543026706231454,52,KA25
85,KA25_CL97_TR_1_x_337nt,Z54375.1,92.308,78,5,1,1,78,79,3,1.2999999999999998e-23,111.0,dc-megablast,ncbi_x3,1011,partial,0.0771513353115727,78,KA25
86,KA25_CL97_TR_1_x_337nt,Z54374.1,91.129,248,21,1,764,1011,978,732,4.62e-91,335.0,megablast,ncbi_x3,1011,partial,0.24530168150346193,248,KA25
87,KA25_CL97_TR_1_x_337nt,Z54373.1,91.968,249,19,1,90,337,328,80,2.0099999999999998e-98,356.0,dc-megablast,ncbi,337,composite,0.9643916913946587,325,KA25
88,KA25_CL97_TR_1_x_337nt,Z54372.1,91.968,249,16,4,90,337,323,78,3.6399999999999994e-95,345.0,dc-megablast,ncbi,337,composite,0.9673590504451038,326,KA25
89,KA25_CL97_TR_1_x_337nt,Z54371.1,91.026,78,6,1,2,78,80,3,5.54e-22,106.0,dc-megablast,ncbi_x3,1011,partial,0.076162215628091,77,KA25
90,KA25_CL97_TR_1_x_337nt,KK3_CL1_TR_1_x_337nt,93.34,946,63,0,3,948,66,1011,0.0,1399.0,megablast,local_x3,1011,near-full,0.9980217606330366,1009,KA25
91,KA25_CL97_TR_1_x_337nt,Z54370.1,90.909,77,7,0,2,78,79,3,1.59e-22,108.0,dc-megablast,ncbi_x3,1011,partial,0.076162215628091,77,KA25
92,KA25_CL97_TR_1_x_337nt,X06951.1,93.333,45,2,1,261,305,107,150,6.69e-10,65.8,megablast,ncbi_x3,1011,partial,0.13353115727002968,135,KA25
93,KA25_CL97_TR_1_x_337nt,P335,95.941,271,9,2,68,337,335,66,7.06e-126,438.0,megablast,ref,337,near-full,0.9940652818991098,335,KA25
94,KA25_CL97_TR_1_x_337nt,ON872687.1,100.0,1011,0,0,1,1011,1,1011,0.0,1868.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
95,KA25_CL97_TR_1_x_337nt,ON872662.1,93.491,1014,60,6,1,1008,1014,1,0.0,1502.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
96,KA25_CL97_TR_1_x_337nt,MG582649.1,95.57,316,13,1,22,337,330794,331108,3.49e-143,505.0,megablast,ncbi,337,near-full,0.9940652818991098,335,KA25
97,KA25_CL97_TR_1_x_337nt,KP5KP10(max)_CL93_TR_1_x_337nt,99.401,1002,6,0,10,1011,1,1002,0.0,1818.0,megablast,comp_x3,1011,near-full,1.0,1011,KA25
98,KA25_CL97_TR_1_x_337nt,X76300.1,90.845,284,24,2,261,544,109,390,2.0999999999999997e-104,379.0,megablast,ncbi_x3,1011,partial,0.6379821958456974,645,KA25
99,KA25_CL97_TR_1_x_337nt,D82992.1,90.173,173,17,0,2,174,385,213,4.54e-61,236.0,dc-megablast,ncbi_x3,1011,partial,0.17012858555885263,172,KA25
100,KA25_CL97_TR_1_x_337nt,D82991.1,92.166,217,14,3,636,850,426,211,1.3e-81,303.0,megablast,ncbi_x3,1011,partial,0.5835806132542037,590,KA25
101,KA25_CL97_TR_1_x_337nt,D82990.1,91.204,216,18,1,634,848,430,215,2.82e-78,292.0,megablast,ncbi_x3,1011,partial,0.5905044510385756,597,KA25
102,KA25_CL97_TR_1_x_337nt,AB003263.1,90.557,879,77,6,3,881,881,9,0.0,1158.0,megablast,ncbi_x3,1011,near-full,0.9980217606330366,1009,KA25
103,KA25_CL97_TR_1_x_337nt,AB003262.1,92.576,889,66,0,2,890,889,1,0.0,1277.0,megablast,ncbi_x3,1011,near-full,0.9990108803165183,1010,KA25
104,KA25_CL97_TR_1_x_337nt,AB003261.1,93.679,886,54,2,5,890,884,1,0.0,1325.0,megablast,ncbi_x3,1011,near-full,0.9960435212660732,1007,KA25
105,KA25_CL97_TR_1_x_337nt,AB003260.1,90.899,879,60,4,2,880,859,1,0.0,1162.0,megablast,ncbi_x3,1011,near-full,0.9990108803165183,1010,KA25
106,KA25_CL97_TR_1_x_337nt,AB003259.1,94.131,886,52,0,5,890,886,1,0.0,1349.0,megablast,ncbi_x3,1011,near-full,0.9960435212660732,1007,KA25
107,KA25_CL97_TR_1_x_337nt,AB003258.1,92.126,889,70,0,2,890,889,1,0.0,1254.0,megablast,ncbi_x3,1011,near-full,0.9990108803165183,1010,KA25
108,KA25_CL97_TR_1_x_337nt,AB003264.1,90.503,537,45,6,20,553,534,1,0.0,704.0,megablast,ncbi_x3,1011,partial,0.19485657764589515,197,KA25
109,KA25_CL97_TR_1_x_337nt,AB003257.1,92.126,889,70,0,2,890,889,1,0.0,1254.0,megablast,ncbi_x3,1011,near-full,0.9990108803165183,1010,KA25
110,KA25_CL97_TR_1_x_337nt,AB003255.1,91.441,888,76,0,3,890,888,1,0.0,1219.0,megablast,ncbi_x3,1011,near-full,0.9980217606330366,1009,KA25
111,KA25_CL97_TR_1_x_337nt,AB003254.1,90.244,41,4,0,971,1011,215,175,2.52e-07,57.2,dc-megablast,ncbi_x3,1011,partial,0.040553907022749754,41,KA25
112,KA25_CL97_TR_1_x_337nt,AB003252.1,92.558,215,16,0,634,848,428,214,2.8e-83,309.0,megablast,ncbi_x3,1011,partial,0.5934718100890207,600,KA25
113,KA25_CL97_TR_1_x_337nt,AB003251.1,90.233,215,20,1,634,848,426,213,2.1899999999999997e-74,279.0,megablast,ncbi_x3,1011,partial,0.592482690405539,599,KA25
114,KA25_CL97_TR_1_x_337nt,AB003249.1,90.61,213,18,2,636,848,422,212,6.1e-75,281.0,megablast,ncbi_x3,1011,partial,0.5885262116716122,595,KA25
115,KA25_CL97_TR_1_x_337nt,AB003248.1,91.86,172,14,0,3,174,384,213,1.04e-62,241.0,megablast,ncbi_x3,1011,partial,0.16913946587537093,171,KA25
116,KA25_CL97_TR_1_x_337nt,AB003256.1,92.022,890,71,0,1,890,890,1,0.0,1251.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
117,KA25_CL97_TR_1_x_337nt,AB003692.1,91.658,1019,75,7,1,1011,1245,229,0.0,1402.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
118,KA25_CL97_TR_1_x_337nt,AB022723.1,93.722,892,52,4,1,890,890,1,0.0,1334.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
119,KA25_CL97_TR_1_x_337nt,AB022724.1,95.495,888,24,14,5,889,875,1,0.0,1404.0,megablast,ncbi_x3,1011,near-full,0.9960435212660732,1007,KA25
120,KA25_CL97_TR_1_x_337nt,D82989.1,93.578,218,10,3,634,848,432,216,3.59e-87,322.0,megablast,ncbi_x3,1011,partial,0.6350148367952523,642,KA25
121,KA25_CL97_TR_1_x_337nt,D82988.1,91.628,215,17,1,634,848,426,213,2.1800000000000003e-79,296.0,megablast,ncbi_x3,1011,partial,0.5905044510385756,597,KA25
122,KA25_CL97_TR_1_x_337nt,D82987.1,91.743,218,12,5,634,848,428,214,6.06e-80,298.0,megablast,ncbi_x3,1011,partial,0.5934718100890207,600,KA25
123,KA25_CL97_TR_1_x_337nt,D30736.1,90.855,1017,86,3,1,1011,1444,429,0.0,1356.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
124,KA25_CL97_TR_1_x_337nt,AH014393.2,90.56,964,85,4,53,1011,14599,13637,0.0,1271.0,megablast,ncbi_x3,1011,near-full,0.9990108803165183,1010,KA25
125,KA25_CL97_TR_1_x_337nt,AH013688.3,92.35,183,14,0,65,247,29207,29389,8.340000000000001e-70,261.0,megablast,ncbi,337,composite,0.8100890207715133,273,KA25
126,KA25_CL97_TR_1_x_337nt,AFA-4,90.625,32,3,0,306,337,42,11,3.24e-07,45.5,blastn,ref,337,partial,0.09495548961424333,32,KA25
127,KA25_CL97_TR_1_x_337nt,AFA-3,95.556,45,2,0,12,56,45,1,6.68e-16,73.4,dc-megablast,ref,337,partial,0.13353115727002968,45,KA25
128,KA25_CL97_TR_1_x_337nt,AB022731.1,94.045,890,49,2,1,890,886,1,0.0,1347.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
129,KA25_CL97_TR_1_x_337nt,AB022730.1,94.401,893,41,7,1,890,887,1,0.0,1363.0,megablast,ncbi_x3,1011,near-full,0.9980217606330366,1009,KA25
130,KA25_CL97_TR_1_x_337nt,AB022729.1,96.509,888,25,4,3,890,882,1,0.0,1463.0,megablast,ncbi_x3,1011,near-full,0.9980217606330366,1009,KA25
131,KA25_CL97_TR_1_x_337nt,AB022728.1,94.607,890,48,0,1,890,890,1,0.0,1378.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
132,KA25_CL97_TR_1_x_337nt,AB022727.1,97.191,890,23,2,1,890,888,1,0.0,1504.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
133,KA25_CL97_TR_1_x_337nt,AB022726.1,93.596,890,57,0,1,890,890,1,0.0,1328.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
134,KA25_CL97_TR_1_x_337nt,AB022725.1,96.966,890,25,2,1,890,888,1,0.0,1493.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KA25
135,KA25_CL64_TR_1_x_118nt,AJ517258.4,91.304,92,8,0,263,354,600,509,4.65e-30,131.0,dc-megablast,ncbi_x3,354,partial,0.2598870056497175,92,KA25
136,KA25_CL64_TR_1_x_118nt,AJ517257.1,91.768,328,27,0,27,354,354,27,3.1599999999999997e-128,457.0,megablast,ncbi_x3,354,near-full,0.9265536723163842,328,KA25
137,KA25_CL64_TR_1_x_118nt,AJ517256.1,90.816,294,27,0,61,354,354,61,1.16e-113,409.0,dc-megablast,ncbi_x3,354,near-full,0.8305084745762712,294,KA25
138,KA25_CL64_TR_1_x_118nt,AJ517255.1,91.379,58,5,0,297,354,354,297,2.11e-15,83.3,dc-megablast,ncbi_x3,354,partial,0.1638418079096045,58,KA25
139,KA25_CL170_TR_1_x_369nt,MG323512.1,90.169,356,34,1,15,369,1894,1539,2.35e-130,462.0,megablast,ncbi,369,near-full,0.962059620596206,355,KA25
140,KA25_CL170_TR_1_x_369nt,KK6_CL158_TR_1_x_369nt,98.066,1086,21,0,22,1107,1107,22,0.0,1890.0,megablast,local_x3,1107,near-full,1.0,1107,KA25
141,KA25_CL170_TR_1_x_369nt,KK4_CL149_TR_1_x_369nt,98.368,1103,18,0,1,1103,1103,1,0.0,1938.0,megablast,local_x3,1107,near-full,1.0,1107,KA25
142,KA25_CL170_TR_1_x_369nt,KK3_CL97_TR_1_x_369nt,98.329,1077,18,0,31,1107,1,1077,0.0,1890.0,megablast,local_x3,1107,near-full,1.0,1107,KA25
143,KA25_CL170_TR_1_x_369nt,AY249987.1,96.464,509,16,1,459,965,509,1,0.0,839.0,megablast,ncbi_x3,1107,composite,1.0,1107,KA25
144,KA25_CL170_TR_1_x_369nt,MK256652.1,94.717,265,14,0,312,576,1,265,2.27e-114,412.0,megablast,ncbi_x3,1107,partial,0.7172538392050587,794,KA25
145,KA25_CL170_TR_1_x_369nt,AY249986.1,95.664,1107,41,5,1,1107,1138,39,0.0,1772.0,megablast,ncbi_x3,1107,near-full,1.0,1107,KA25
146,KA25_CL157_TR_1_x_568nt,ON872683.1,100.0,1704,0,0,1,1704,1,1704,0.0,3147.0,megablast,ncbi_x3,1704,near-full,1.0,1704,KA25
147,KA25_CL157_TR_1_x_568nt,MW025815.1,91.481,493,40,2,1,492,492,1,0.0,676.0,megablast,ncbi,568,near-full,0.8661971830985915,492,KA25
148,KA25_CL157_TR_1_x_568nt,MW025811.1,91.463,492,42,0,1,492,492,1,0.0,676.0,megablast,ncbi,568,near-full,0.8661971830985915,492,KA25
149,KA25_CL157_TR_1_x_568nt,MN161205.1,90.179,112,11,0,1,112,112,1,7.26e-36,153.0,dc-megablast,ncbi_x3,1704,partial,0.06572769953051644,112,KA25
150,KA25_CL157_TR_1_x_568nt,KP5KP10(max)_CL1_TR_1_x_568nt,91.83,1628,133,0,1,1628,77,1704,0.0,2270.0,megablast,comp_x3,1704,near-full,1.0,1704,KA25
151,KA25_CL170_TR_1_x_369nt,AY249985.1,95.036,1108,53,2,1,1107,1630,524,0.0,1740.0,megablast,ncbi_x3,1107,near-full,1.0,1107,KA25
152,KA25_CL157_TR_1_x_568nt,FJ904943.1,98.728,393,3,2,87,478,519,910,0.0,697.0,megablast,ncbi_x3,1704,partial,0.6901408450704225,1176,KA25
